Original_Correlation,Model_Correlation,Correlation_Coefficient
-0.28000000000000014,-0.26324000000000036,0.6193622095839839
-0.27000000000000013,-0.2500000000000004,0.6193622095839839
-0.22000000000000008,-0.2206400000000002,0.6193622095839839
-0.2340000000000001,-0.2345000000000003,0.6193622095839839
-0.2320000000000001,-0.23836000000000024,0.6193622095839839
-0.27000000000000013,-0.2344000000000003,0.6193622095839839
-0.28000000000000014,-0.23872000000000032,0.6193622095839839
-0.27200000000000013,-0.22596000000000024,0.6193622095839839
-0.2520000000000001,-0.2389600000000003,0.6193622095839839
-0.2260000000000001,-0.2066000000000002,0.6193622095839839
-0.28800000000000014,-0.2579600000000003,0.6193622095839839
-0.2540000000000001,-0.25856000000000035,0.6193622095839839
-0.2420000000000001,-0.2628600000000003,0.6193622095839839
-0.27600000000000013,-0.26206000000000035,0.6193622095839839
-0.27400000000000013,-0.2484600000000003,0.6193622095839839
-0.2400000000000001,-0.24248000000000028,0.6193622095839839
-0.2580000000000001,-0.24050000000000024,0.6193622095839839
-0.2320000000000001,-0.2377800000000003,0.6193622095839839
-0.21800000000000008,-0.24026000000000025,0.6193622095839839
-0.2620000000000001,-0.2547800000000003,0.6193622095839839
-0.23800000000000013,-0.25922000000000034,0.6193622095839839
-0.2400000000000001,-0.23618000000000028,0.6193622095839839
-0.31800000000000017,-0.2704200000000004,0.6193622095839839
-0.2480000000000001,-0.2594600000000003,0.6193622095839839
-0.29200000000000015,-0.2538400000000003,0.6193622095839839
-0.27600000000000013,-0.2512600000000003,0.6193622095839839
-0.2460000000000001,-0.24364000000000033,0.6193622095839839
-0.2440000000000001,-0.23058000000000028,0.6193622095839839
-0.21800000000000008,-0.2352600000000003,0.6193622095839839
-0.2640000000000001,-0.2313800000000003,0.6193622095839839
-0.2280000000000001,-0.2406200000000003,0.6193622095839839
-0.2280000000000001,-0.2412200000000003,0.6193622095839839
-0.2260000000000001,-0.2139000000000002,0.6193622095839839
-0.2680000000000001,-0.2680600000000003,0.6193622095839839
-0.2500000000000001,-0.27478000000000036,0.6193622095839839
-0.2460000000000001,-0.2504000000000003,0.6193622095839839
-0.18000000000000005,-0.2047200000000002,0.6193622095839839
-0.20200000000000007,-0.21534000000000017,0.6193622095839839
-0.2240000000000001,-0.21274000000000026,0.6193622095839839
-0.2540000000000001,-0.2287000000000002,0.6193622095839839
