Original_Correlation,Model_Correlation,Correlation_Coefficient
0.14800000000000005,0.09306000000000003,0.1887689119606362
0.15800000000000003,0.10096000000000002,0.1887689119606362
0.14800000000000002,0.09316,0.1887689119606362
0.11400000000000005,0.09892000000000004,0.1887689119606362
0.11000000000000004,0.08624000000000005,0.1887689119606362
0.09800000000000003,0.10484000000000006,0.1887689119606362
0.12400000000000005,0.08980000000000002,0.1887689119606362
0.15400000000000005,0.10308000000000005,0.1887689119606362
0.15600000000000003,0.10056000000000004,0.1887689119606362
0.18000000000000008,0.10830000000000005,0.1887689119606362
0.13200000000000003,0.10690000000000005,0.1887689119606362
0.09000000000000002,0.09298000000000003,0.1887689119606362
0.14800000000000008,0.09838000000000006,0.1887689119606362
0.10000000000000006,0.09602000000000004,0.1887689119606362
0.08400000000000002,0.10462000000000002,0.1887689119606362
0.15800000000000006,0.09514000000000002,0.1887689119606362
0.13600000000000007,0.09866000000000004,0.1887689119606362
0.11400000000000002,0.10950000000000008,0.1887689119606362
0.07,0.10372000000000003,0.1887689119606362
0.14400000000000002,0.10200000000000004,0.1887689119606362
0.13800000000000007,0.09996000000000006,0.1887689119606362
0.14600000000000005,0.10164000000000004,0.1887689119606362
0.10200000000000004,0.10212000000000006,0.1887689119606362
0.13200000000000003,0.08704000000000003,0.1887689119606362
0.15000000000000005,0.10528000000000004,0.1887689119606362
0.14400000000000004,0.10668000000000005,0.1887689119606362
0.12000000000000004,0.11142000000000009,0.1887689119606362
0.14400000000000004,0.09316000000000005,0.1887689119606362
0.08000000000000002,0.08856000000000004,0.1887689119606362
0.09200000000000001,0.09720000000000004,0.1887689119606362
0.13000000000000006,0.09032000000000005,0.1887689119606362
0.15600000000000006,0.09716000000000004,0.1887689119606362
0.09800000000000003,0.09368000000000007,0.1887689119606362
0.10600000000000004,0.10494000000000007,0.1887689119606362
0.13800000000000004,0.08888000000000004,0.1887689119606362
0.10600000000000002,0.10128000000000002,0.1887689119606362
0.12000000000000005,0.09020000000000004,0.1887689119606362
0.1940000000000001,0.10456000000000006,0.1887689119606362
0.124,0.10308000000000007,0.1887689119606362
0.13200000000000003,0.10718000000000007,0.1887689119606362
0.07,0.09784000000000007,0.1887689119606362
0.09200000000000001,0.08544000000000003,0.1887689119606362
0.13000000000000006,0.10216000000000004,0.1887689119606362
0.14800000000000008,0.10528000000000008,0.1887689119606362
0.11200000000000004,0.10286000000000003,0.1887689119606362
0.07200000000000001,0.09160000000000003,0.1887689119606362
0.11800000000000002,0.11036000000000003,0.1887689119606362
0.10800000000000001,0.10100000000000002,0.1887689119606362
0.13600000000000004,0.11254000000000007,0.1887689119606362
0.17600000000000005,0.08988,0.1887689119606362
0.11000000000000004,0.10128000000000005,0.1887689119606362
0.14600000000000007,0.09870000000000002,0.1887689119606362
0.14000000000000004,0.11252000000000005,0.1887689119606362
0.13200000000000003,0.1159800000000001,0.1887689119606362
0.11800000000000005,0.11238000000000006,0.1887689119606362
0.15800000000000003,0.09534000000000006,0.1887689119606362
0.13200000000000003,0.08462000000000003,0.1887689119606362
0.10200000000000004,0.09250000000000003,0.1887689119606362
0.06600000000000003,0.08426000000000004,0.1887689119606362
0.09800000000000003,0.09214000000000003,0.1887689119606362
0.09200000000000003,0.08138000000000004,0.1887689119606362
